Post,Huishouden,Woonsituatie,Inkomen,Jaar,Bedrag
 onderwijs,Eenouder met 1 kind,gemiddelde huur,2250,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde huur,2250,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde huur,2250,2019,72
 vervoer,Eenouder met 1 kind,gemiddelde huur,2250,2019,202
VASTE LASTEN,Eenouder met 1 kind,gemiddelde huur,2250,2019,1.331
 kleding en schoenen,Eenouder met 1 kind,gemiddelde huur,2250,2019,107
 inventaris,Eenouder met 1 kind,gemiddelde huur,2250,2019,91
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde huur,2250,2019,26
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde huur,2250,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde huur,2250,2019,229
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde huur,2250,2019,492
 voeding,Eenouder met 1 kind,gemiddelde huur,2250,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde huur,2250,2019,128
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde huur,2250,2019,427
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde huur,2250,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,gemiddelde huur,2500,2019,2500
TOTAAL UITGAVEN,Eenouder met 1 kind,gemiddelde huur,2500,2019,2.500
 huur/hypotheek,Eenouder met 1 kind,gemiddelde huur,2500,2019,604
 gas,Eenouder met 1 kind,gemiddelde huur,2500,2019,109
 elektriciteit,Eenouder met 1 kind,gemiddelde huur,2500,2019,56
 water,Eenouder met 1 kind,gemiddelde huur,2500,2019,15
 lokale lasten,Eenouder met 1 kind,gemiddelde huur,2500,2019,59
 telefoon televisie internet,Eenouder met 1 kind,gemiddelde huur,2500,2019,72
 verzekeringen,Eenouder met 1 kind,gemiddelde huur,2500,2019,195
 onderwijs,Eenouder met 1 kind,gemiddelde huur,2500,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde huur,2500,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde huur,2500,2019,87
 vervoer,Eenouder met 1 kind,gemiddelde huur,2500,2019,269
VASTE LASTEN,Eenouder met 1 kind,gemiddelde huur,2500,2019,1.469
 kleding en schoenen,Eenouder met 1 kind,gemiddelde huur,2500,2019,119
 inventaris,Eenouder met 1 kind,gemiddelde huur,2500,2019,100
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde huur,2500,2019,29
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde huur,2500,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde huur,2500,2019,302
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde huur,2500,2019,588
 voeding,Eenouder met 1 kind,gemiddelde huur,2500,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde huur,2500,2019,145
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde huur,2500,2019,443
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde huur,2500,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,gemiddelde huur,3000,2019,3000
TOTAAL UITGAVEN,Eenouder met 1 kind,gemiddelde huur,3000,2019,2.774
 huur/hypotheek,Eenouder met 1 kind,gemiddelde huur,3000,2019,618
 gas,Eenouder met 1 kind,gemiddelde huur,3000,2019,110
 elektriciteit,Eenouder met 1 kind,gemiddelde huur,3000,2019,57
 water,Eenouder met 1 kind,gemiddelde huur,3000,2019,15
 lokale lasten,Eenouder met 1 kind,gemiddelde huur,3000,2019,59
 telefoon televisie internet,Eenouder met 1 kind,gemiddelde huur,3000,2019,76
 verzekeringen,Eenouder met 1 kind,gemiddelde huur,3000,2019,204
 onderwijs,Eenouder met 1 kind,gemiddelde huur,3000,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde huur,3000,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde huur,3000,2019,104
 vervoer,Eenouder met 1 kind,gemiddelde huur,3000,2019,350
VASTE LASTEN,Eenouder met 1 kind,gemiddelde huur,3000,2019,1.596
 kleding en schoenen,Eenouder met 1 kind,gemiddelde huur,3000,2019,136
 inventaris,Eenouder met 1 kind,gemiddelde huur,3000,2019,114
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde huur,3000,2019,32
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde huur,3000,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde huur,3000,2019,396
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde huur,3000,2019,716
 voeding,Eenouder met 1 kind,gemiddelde huur,3000,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde huur,3000,2019,164
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde huur,3000,2019,462
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde huur,3000,2019,226
TOTAAL INKOMEN,Eenouder met 1 kind,gemiddelde huur,3500,2019,3500
TOTAAL UITGAVEN,Eenouder met 1 kind,gemiddelde huur,3500,2019,2.956
 huur/hypotheek,Eenouder met 1 kind,gemiddelde huur,3500,2019,636
 gas,Eenouder met 1 kind,gemiddelde huur,3500,2019,110
 elektriciteit,Eenouder met 1 kind,gemiddelde huur,3500,2019,57
 water,Eenouder met 1 kind,gemiddelde huur,3500,2019,15
 lokale lasten,Eenouder met 1 kind,gemiddelde huur,3500,2019,59
 telefoon televisie internet,Eenouder met 1 kind,gemiddelde huur,3500,2019,77
 verzekeringen,Eenouder met 1 kind,gemiddelde huur,3500,2019,210
 onderwijs,Eenouder met 1 kind,gemiddelde huur,3500,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde huur,3500,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde huur,3500,2019,114
 vervoer,Eenouder met 1 kind,gemiddelde huur,3500,2019,399
VASTE LASTEN,Eenouder met 1 kind,gemiddelde huur,3500,2019,1.681
 kleding en schoenen,Eenouder met 1 kind,gemiddelde huur,3500,2019,148
 inventaris,Eenouder met 1 kind,gemiddelde huur,3500,2019,124
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde huur,3500,2019,35
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde huur,3500,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde huur,3500,2019,456
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde huur,3500,2019,802
 voeding,Eenouder met 1 kind,gemiddelde huur,3500,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde huur,3500,2019,175
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde huur,3500,2019,473
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde huur,3500,2019,544
TOTAAL INKOMEN,Eenouder met 1 kind,gemiddelde huur,4000,2019,4000
TOTAAL UITGAVEN,Eenouder met 1 kind,gemiddelde huur,4000,2019,3.189
 huur/hypotheek,Eenouder met 1 kind,gemiddelde huur,4000,2019,703
 gas,Eenouder met 1 kind,gemiddelde huur,4000,2019,110
 elektriciteit,Eenouder met 1 kind,gemiddelde huur,4000,2019,57
 water,Eenouder met 1 kind,gemiddelde huur,4000,2019,15
 lokale lasten,Eenouder met 1 kind,gemiddelde huur,4000,2019,59
 telefoon televisie internet,Eenouder met 1 kind,gemiddelde huur,4000,2019,79
 verzekeringen,Eenouder met 1 kind,gemiddelde huur,4000,2019,216
 onderwijs,Eenouder met 1 kind,gemiddelde huur,4000,2019,5
 kinderopvang,Eenouder met 1 kind,gemiddelde huur,4000,2019,0
 contributies en abonnementen,Eenouder met 1 kind,gemiddelde huur,4000,2019,123
 vervoer,Eenouder met 1 kind,gemiddelde huur,4000,2019,449
VASTE LASTEN,Eenouder met 1 kind,gemiddelde huur,4000,2019,1.814
 kleding en schoenen,Eenouder met 1 kind,gemiddelde huur,4000,2019,161
 inventaris,Eenouder met 1 kind,gemiddelde huur,4000,2019,134
 onderhoud huis en tuin,Eenouder met 1 kind,gemiddelde huur,4000,2019,38
 niet-vergoede ziektekosten,Eenouder met 1 kind,gemiddelde huur,4000,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,gemiddelde huur,4000,2019,516
RESERVERINGSUITGAVEN,Eenouder met 1 kind,gemiddelde huur,4000,2019,887
 voeding,Eenouder met 1 kind,gemiddelde huur,4000,2019,303
 overige huishoudelijke uitgaven,Eenouder met 1 kind,gemiddelde huur,4000,2019,186
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,gemiddelde huur,4000,2019,488
OVERSCHOT/TEKORT,Eenouder met 1 kind,gemiddelde huur,4000,2019,811
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,0
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,1.389
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,343
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,99
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,51
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,13
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,55
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,173
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,2
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,28
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,826
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,84
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,73
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,23
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,0
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,218
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,46
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,345
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,1,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,0
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,1.529
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,343
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,99
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,51
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,13
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,55
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,173
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,33
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,38
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,868
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,84
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,73
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,23
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,58
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,276
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,86
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,385
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,2,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,2.000
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,2.000
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,794
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,99
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,51
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,13
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,56
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,173
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,34
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,45
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,1.329
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,85
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,74
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,23
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,65
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,285
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,88
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,387
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,2000,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,2.250
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,2.250
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,843
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,102
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,53
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,14
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,61
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,179
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,50
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,110
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,1.475
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,94
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,81
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,25
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,133
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,371
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,105
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,404
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,2250,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,2.500
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,2.500
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,906
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,105
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,54
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,14
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,65
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,185
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,64
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,171
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,1.626
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,104
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,89
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,26
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,198
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,455
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,120
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,419
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,2500,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,3.000
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,3.000
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,927
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,109
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,57
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,15
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,74
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,201
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,98
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,323
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,1.866
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,131
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,110
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,32
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,367
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,678
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,157
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,456
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,3000,2019,0
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,3.500
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,3.274
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,954
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,110
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,57
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,15
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,77
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,210
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,114
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,399
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,1.999
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,148
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,124
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,35
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,456
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,802
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,299
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,175
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,473
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,3500,2019,226
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,4.000
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,3.541
 huur/hypotheek,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,1.055
 gas,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,110
 elektriciteit,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,57
 water,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,15
 lokale lasten,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,59
 telefoon televisie internet,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,79
 verzekeringen,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,216
 onderwijs,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,5
 kinderopvang,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,0
 contributies en abonnementen,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,123
 vervoer,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,449
VASTE LASTEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,2.166
 kleding en schoenen,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,161
 inventaris,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,134
 onderhoud huis en tuin,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,38
 niet-vergoede ziektekosten,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,38
 vrijetijdsuitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,516
RESERVERINGSUITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,887
 voeding,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,303
 overige huishoudelijke uitgaven,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,186
HUISHOUDELIJKE UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,488
OVERSCHOT/TEKORT,Eenouder met 1 kind,1.5 keer gemiddelde huur,4000,2019,459
TOTAAL INKOMEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,4500,2019,4.500
TOTAAL UITGAVEN,Eenouder met 1 kind,1.5 keer gemiddelde huur,4500,2019,3.821
